bus1,bus2,bus3,bus4,bus5,bus6,bus7,bus8,bus9,bus10,bus11,bus12,bus13,bus14,bus15,bus16,bus17,bus18,bus19,bus20,bus21,bus22,bus23,bus24,bus25,bus26,bus27,bus28,bus29,bus30,bus31,bus32,bus33
28,443,183,221,303,0,750,742,639,980,372,711,55,416,57,912,709,15,244,200,709,955,975,732,972,143,154,841,571,685,120,519,838
182,663,305,120,985,33,449,460,768,732,250,214,225,461,152,152,137,934,533,464,154,482,728,426,538,760,894,597,853,454,186,539,244
644,576,272,755,804,899,509,501,863,980,464,107,468,27,520,533,858,931,635,150,711,855,121,127,415,822,274,54,910,232,762,884,634
172,966,845,266,807,607,551,741,387,366,275,284,348,909,699,383,80,367,671,299,436,90,348,261,421,858,346,230,889,415,188,267,894
86,178,799,894,329,484,966,64,945,944,329,110,852,63,694,734,298,76,68,886,690,567,138,740,61,770,999,296,174,109,573,616,475
312,333,666,74,772,78,835,999,284,555,698,183,511,227,692,452,388,413,903,536,932,779,958,343,646,834,653,388,542,342,67,910,873
287,85,481,474,204,339,243,220,432,377,376,267,480,850,673,621,542,493,838,305,865,967,103,919,833,817,875,275,102,73,875,729,562
496,881,681,697,671,76,742,842,211,875,301,458,536,33,388,750,730,720,387,489,866,686,613,495,134,658,322,580,770,999,17,757,271
803,219,999,6,140,941,521,895,757,13,696,893,671,615,701,87,267,650,447,113,24,416,698,55,163,381,428,76,730,791,957,385,70
500,780,11,721,506,840,386,975,178,63,80,29,449,608,1000,980,236,25,739,404,910,49,976,333,320,341,766,151,241,855,897,991,953
971,240,995,686,35,650,170,289,217,361,471,930,355,29,593,551,30,510,919,168,964,30,574,602,866,197,546,100,948,789,614,718,74
272,796,846,652,445,311,664,590,205,338,199,489,322,704,37,532,56,953,320,381,759,751,767,748,1,52,886,837,935,421,28,709,697
588,361,430,673,497,282,697,220,830,750,821,523,485,945,708,804,445,996,669,432,550,493,89,169,46,862,632,360,339,80,635,627,97
954,82,321,916,694,324,483,724,744,214,450,126,325,907,150,222,515,441,898,760,446,901,442,714,495,36,607,370,753,218,436,419,715
147,221,875,668,21,596,638,780,995,95,803,117,279,44,398,624,964,153,235,103,216,544,33,844,171,707,624,156,112,810,383,129,17
107,180,275,531,727,792,351,874,609,314,321,746,78,601,600,181,16,867,139,446,279,771,270,536,590,530,482,79,539,888,75,816,850
389,593,498,33,846,166,722,572,518,798,391,817,208,842,257,237,108,71,25,425,721,558,694,900,335,968,829,243,297,850,279,614,533
699,17,105,672,389,163,3,668,747,849,493,442,395,688,312,474,913,296,138,815,407,185,779,507,594,181,60,961,11,477,21,39,51
219,396,28,848,70,183,399,209,912,988,976,593,692,933,318,81,405,588,658,535,553,909,141,253,649,363,402,1000,205,566,879,835,152
222,420,713,284,381,925,330,334,489,126,539,640,455,874,668,266,219,146,111,456,74,333,366,839,796,790,892,571,378,563,802,968,365
792,586,721,585,942,998,676,359,343,926,427,683,231,341,384,118,39,193,117,567,289,268,985,507,969,16,695,405,283,472,15,396,132
696,1,170,900,624,191,748,541,207,616,279,438,990,193,30,59,861,932,573,84,221,730,449,340,527,163,404,581,936,178,379,259,978
944,660,260,133,863,360,528,414,940,236,235,250,699,346,358,236,742,965,807,639,579,414,296,172,581,518,891,704,29,261,403,476,903
840,204,670,679,481,440,247,33,333,438,149,625,340,246,527,463,599,278,232,682,300,237,388,470,805,994,221,51,566,402,638,285,836
509,59,671,646,252,29,225,375,874,151,769,500,463,745,209,107,123,364,248,66,938,821,568,504,350,319,158,994,775,586,873,65,264
792,285,696,917,501,833,614,146,315,690,153,272,758,601,805,594,985,700,112,249,331,102,90,798,43,930,126,350,629,238,511,30,126
404,993,310,916,609,988,237,656,280,821,729,866,21,999,718,805,355,545,345,435,449,501,388,864,947,880,536,273,770,799,657,64,862
993,97,318,918,853,423,948,789,237,736,796,452,286,986,210,305,812,128,608,280,404,328,103,644,625,106,443,357,526,990,465,293,654
655,637,269,942,156,524,433,933,121,356,974,523,287,445,270,89,754,841,500,491,865,72,879,435,985,973,510,533,771,662,397,49,645
332,137,360,82,854,361,977,345,588,865,809,949,227,603,803,441,857,645,237,66,601,890,152,962,247,779,555,397,257,114,326,760,777
154,573,929,790,487,772,517,847,189,181,836,829,556,828,965,515,997,963,890,649,608,323,946,286,337,571,832,176,939,67,524,227,399
108,766,269,121,505,8,761,706,369,289,339,546,623,47,395,981,89,570,129,663,78,862,622,642,255,193,440,408,758,311,206,13,535
216,821,614,41,20,520,812,6,695,263,952,926,66,898,20,782,0,58,249,976,243,728,379,660,701,993,164,797,461,563,657,951,2
303,681,185,46,102,504,638,694,723,282,862,563,946,195,696,134,608,674,171,57,577,218,942,147,668,467,95,711,163,845,559,457,331
906,84,64,913,495,337,492,555,20,796,786,931,609,807,348,366,287,268,394,265,101,763,25,33,986,398,526,610,224,611,42,878,733
552,442,374,809,747,833,33,811,72,930,915,352,628,361,377,659,2,701,328,169,894,262,880,88,515,436,350,413,950,44,253,489,176
877,981,214,364,978,323,890,130,659,783,852,299,665,991,485,867,75,398,514,536,843,330,218,36,355,585,895,995,489,180,212,747,774
790,166,191,832,750,770,801,51,108,985,484,759,594,531,711,650,479,692,210,52,664,779,134,263,971,216,158,788,543,460,373,516,986
134,727,492,680,873,869,835,41,659,663,187,42,385,363,213,14,951,873,260,904,462,350,144,361,963,159,363,831,772,994,875,140,133
607,829,318,383,336,974,180,615,688,853,102,589,224,774,839,5,667,249,126,26,771,959,418,547,217,382,798,625,806,225,242,271,450
212,843,938,187,894,67,132,308,49,222,821,905,872,191,410,818,245,197,359,414,773,718,980,924,130,256,567,295,939,313,811,902,986
737,983,149,985,667,221,296,921,293,841,998,214,739,984,46,200,586,631,751,287,757,275,529,429,891,446,448,769,232,239,877,892,192
690,697,637,28,705,705,777,849,329,391,399,292,80,247,132,580,270,248,168,986,59,363,234,776,429,317,953,31,249,718,757,289,560
294,213,113,129,166,614,621,811,416,261,875,207,202,190,295,331,978,382,443,508,219,433,519,372,124,641,370,800,734,895,829,392,200
865,19,900,556,697,221,817,885,778,397,233,651,520,637,339,855,391,382,649,934,440,947,894,220,317,452,873,148,909,252,72,330,546
548,399,53,987,128,767,691,22,652,830,660,849,120,297,986,739,663,916,869,606,421,861,544,391,831,631,398,728,821,262,641,15,717
328,521,750,354,81,428,915,615,765,566,953,19,347,355,197,484,915,172,881,602,364,515,647,310,724,934,858,783,728,152,103,159,762
134,792,423,474,758,430,165,635,816,414,877,313,170,494,392,301,136,565,879,743,715,50,554,589,566,348,42,908,699,411,123,891,668
704,121,262,904,544,558,492,337,599,666,935,760,538,241,95,365,994,237,400,984,103,915,573,963,177,654,237,393,503,295,697,630,640
365,242,643,426,331,994,19,312,980,467,880,631,467,593,930,952,974,627,978,583,848,481,253,612,314,857,35,964,680,3,888,630,713
15,830,714,203,327,784,915,76,158,484,604,14,646,399,896,213,757,255,940,767,986,13,176,452,833,43,536,225,603,479,680,274,325
546,490,494,987,580,803,899,23,402,746,392,517,74,564,107,21,135,837,947,512,798,914,930,303,383,435,505,250,49,603,83,845,658
198,191,867,84,705,520,801,448,975,280,3,209,879,550,448,396,34,816,122,38,965,554,130,602,506,225,229,709,776,176,554,151,584
204,574,299,133,54,748,871,976,745,177,553,109,559,10,421,75,558,154,16,135,500,57,850,623,638,107,607,535,917,744,979,728,673
234,640,78,784,380,6,602,497,363,38,989,67,182,133,217,526,111,410,962,355,378,555,548,733,833,693,621,489,249,98,501,758,803
577,49,2,476,976,19,147,800,780,773,147,58,379,946,525,763,194,193,47,173,156,251,253,199,1,110,646,115,381,752,727,955,788
201,756,416,116,675,532,367,313,480,848,24,578,985,746,440,67,497,66,295,47,352,985,733,375,147,879,915,139,365,169,952,781,148
251,75,936,462,776,844,837,766,491,383,505,271,484,550,180,643,164,771,895,790,597,713,553,55,339,113,403,155,942,697,480,276,593
187,836,841,237,973,382,165,156,786,492,591,373,286,272,822,14,728,462,757,698,29,715,595,241,440,394,261,889,107,366,815,274,543
730,711,779,901,578,417,252,819,502,198,74,65,707,859,740,802,425,308,196,76,440,193,358,707,304,797,390,94,830,533,571,322,826
618,353,228,60,557,382,182,174,611,544,262,580,432,405,910,210,151,788,22,434,315,820,500,832,782,616,857,908,412,642,791,941,568
435,438,144,595,971,820,517,862,60,544,69,792,283,866,537,380,583,679,475,835,402,836,669,508,664,397,864,415,144,397,203,111,315
522,437,438,594,900,801,62,362,859,653,593,481,746,887,847,570,69,98,653,526,752,765,246,444,371,166,265,252,77,486,8,735,60
839,860,569,238,276,643,745,730,375,661,612,570,925,312,812,230,816,774,993,1,933,618,298,182,847,914,570,232,153,428,146,82,489
158,818,972,567,479,652,755,311,160,143,209,577,774,925,135,785,753,269,47,956,310,593,743,777,685,413,515,135,874,71,823,988,346
737,428,50,915,82,615,645,580,594,610,245,358,101,7,99,574,348,229,674,601,983,910,997,547,753,370,544,394,46,523,769,982,489
336,9,727,920,686,262,279,668,625,627,735,181,33,282,20,779,524,722,381,148,178,48,74,36,973,393,744,668,816,529,168,186,858
727,885,115,133,570,969,246,380,390,87,734,883,95,36,249,670,616,88,968,613,891,821,742,395,370,627,336,554,263,442,839,274,130
723,679,20,210,549,977,879,592,233,776,460,497,89,202,185,72,748,535,796,507,632,961,298,26,535,10,547,935,604,203,152,426,739
949,3,523,529,247,571,283,961,872,452,526,235,496,324,870,395,830,113,159,892,623,888,974,832,657,144,563,862,730,841,316,32,90
415,465,31,226,965,75,65,772,898,639,508,563,10,554,628,14,170,248,330,929,256,387,60,32,651,215,936,513,51,722,137,178,642
709,828,580,69,705,337,19,888,472,930,900,297,449,983,274,124,332,970,202,969,200,517,770,179,521,226,690,186,169,941,393,766,713
442,239,409,133,723,865,859,218,459,70,621,159,633,190,711,914,825,786,58,623,222,67,609,795,647,125,286,439,20,523,629,146,176
920,390,282,83,97,915,306,12,584,448,652,504,662,34,253,927,557,981,926,884,681,773,98,519,24,828,300,571,279,787,23,304,329
3,594,315,989,397,288,566,938,350,428,496,315,414,358,586,828,288,826,266,887,765,637,55,19,287,96,55,196,64,392,620,140,498
714,38,77,445,700,626,251,310,505,44,840,765,946,980,916,686,974,385,978,166,88,27,557,550,865,817,945,832,488,885,381,865,485
7,945,659,897,995,106,673,241,59,735,456,344,97,708,712,180,987,610,541,644,77,537,166,491,911,749,660,403,175,83,755,956,862
118,762,210,924,833,787,530,451,90,775,634,215,193,578,178,636,65,959,963,454,218,942,456,62,404,257,583,295,941,272,603,612,632
982,938,738,200,153,590,79,871,533,614,864,110,50,594,261,223,229,235,29,270,634,330,512,481,404,494,404,348,408,306,624,5,398
684,153,745,236,85,266,382,666,272,904,627,304,711,170,53,66,348,673,360,393,331,462,292,396,95,489,527,802,557,356,640,979,449
970,333,692,781,926,75,976,907,30,541,938,789,80,662,125,756,463,581,211,151,28,603,831,100,801,102,956,964,394,843,383,322,782
182,322,425,587,702,696,498,785,430,637,302,296,38,298,12,521,402,762,117,411,526,79,355,268,821,250,115,357,117,847,29,265,667
414,338,61,172,80,646,536,465,965,239,857,345,248,643,758,267,298,610,593,887,909,482,778,368,938,456,10,298,412,439,791,346,97
995,254,250,964,680,777,542,283,882,61,907,798,727,978,528,259,776,849,395,868,668,887,972,976,433,111,724,204,93,141,739,944,497
139,406,922,148,152,578,688,46,354,665,485,104,78,589,267,552,157,583,888,339,928,514,158,192,152,517,470,767,907,38,20,539,634
